,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
660,722,rm,pave:, reg>,.LVL?,AllPUb>,InSidE!,...GtL>,collgcr!,:norm<,NORM,TWnhSE!,1SToRy.,!GABLE,Compshg,;VINYLSD?,vinylsd<,>Brkface!,Gd<,.ta	,:pconc,GD:,ta...,Av.,	GLQ	,Unf.,...GaSA,;Ex ,;Y:,<Sbrkr, GD,...Typ,AttcHd,Rfn,;TA,.Ta.,.Y,!wd:,.Normal 
661,723,:Rl...,<PavE,REG:,	lvl,?allpub<,...INSIDE>,Gtl,NAMES , NOrM<,.Norm,:1fam ,?1STORY,!gable?,COMPSHG>,METALSD.,METaLSd	,:None,ta., gd?,cblock>,;TA<,...TA,	no...,ALQ,unf!,gasa ,<EX?,Y,;Sbrkr,:ta;,Typ<,;DETCHD,Unf?,<Ta,!ta?,	Y,<WD...,>NORmAl?
662,724,Rl:,.PAVE,REG	,lvl	,AllPuB!,inside!,gtl:,!edwards<,norm	,NORM>, 1Fam...,	1.5FIN,Gable,<COMPSHG,METALSD:,MetalSd.,NONE>,.Ta>,TA	,PCONC, TA,Ta;,.No!,	Unf...,.UNF,	GASA,>Ex,Y;,...Sbrkr;,?Ta,TyP	, detchd:,.UNF,ta<,Ta!,<Y!,WD<,Normal
663,725,Rl?,<Pave>,.Ir1,;Lvl>,AlLPub?,InSide...,>GtL;,Edwards,Norm:,NORM<,<1FAM;,>1STORY;,HIP,compshg ,...cemntbd<,>cmentbd;,.stone	,>Ex;,	Ta ,PCONc,Ex!,Ta ,No>,...glq,unf;, GASA...,Ex>,?Y;,:SBrKr<,Ex ,?TYP,	attchd,Fin,Ta ,<Ta,y	,>WD;,.normal...
664,726,...RL;,<pave!,	REg,>Lvl,Allpub,...Inside,>Gtl,NAmES.,;norm,Norm>,1fam,1story:,GAblE,>COMPSHG!,HDBoaRD>,Plywood<,None.,!ta,	ta,	CBlOCk<,...ta,TA...,?NO...,<alq	,.BLQ<, gasa:,TA?, Y	,;Sbrkr,.Gd,!typ, Detchd,?Unf...,Ta, Ta ,.Y,Wd.,Normal 
665,727,...RL,PAVE?, Ir1,LVL...,ALLPUB<,CORNer,Gtl ,!CRAWFOR?,norm,NORM;,;1fam,;1story!,.Hip,compshg...,.Wd sdng,PLYWOod	,BrkFace;,GD!,Gd,!CBLOck, gd...,.TA:,no:,	glq	,?UnF,gasa, EX:,Y?,:SBRkR., gd,...Typ.,Attchd,Fin,!TA ,...TA,;y	,<WD.,NORMAL:
666,728,!rl,...PAVE,REG,>LVL, allpub,INSIDE<,.gtl,<COllgCR,NORM:,Norm	, 1fam?,1STOrY,!Gable<,!COMPSHG,!VinYLSd,<VINYLSD,...Stone.,Gd	,ta>,PCONC:,Gd!,TA.,Av,;Glq.,unf<,:Gasa,;ex?,...Y,Sbrkr,GD!,Typ ,AttCHD;,RFN,<TA ,ta<,Y>,Wd>,<Normal>
667,729,?rl,PAVE>,REG	,	Lvl,:Allpub!,Corner.,>gtl,NAMeS;,norm,!NORM,.duplex:,1STORY?,GABLE>,?COmPSHG	,Vinylsd,;ViNYLSD,.brkface,?ta:,!TA,?Cblock,.Ta...,ta:,...NO,>UNF!,<UNF,<Gasa,>Ta,Y<,SBRKR>,:TA,Typ:,detchd.,...Unf<,<Ta,ta!,Y:,;Cod,Abnorml.
668,730,rm<,pave;,:REG,LVL, Allpub,INsIDE<,.Gtl,...IDOTRR>,<NoRm>,Norm<,!1fam,1.5FIn...,!gable,...Compshg,<metalsd<,>METAlSD,	NONE	,?ta, TA,CBloCK	, TA?,TA!,>NO,BLQ	,	unf,GASA:,...ta ,>Y.,FUSEA;,<TA>,TYP?,...Detchd,;unf, TA., TA,!Y,wd...,Normal	
669,731,.rl;,?PAvE?,...IR1	, Lvl,<ALLPUB.,:inside,.Gtl,.STONEBR	,Norm:,!NORM,.Twnhse:,?1STORY,GABLe,	Compshg,;CEmntBD...,CMeNTBd...,NONE>,GD?, TA,PCOnC!,GD,TA...,no	,Glq<,;Unf, Gasa;,;Ex,!Y	,<sbrkr!,<GD!,TYP:,attchd:,<Rfn,Ta;,:Ta,<Y...,!Wd...,normal:
670,732,rl...,PavE,<Ir1,...lvl,!allpub,corner,:Gtl,.TIMBER:,NOrm?,NORM...,:1FAm:,.slvl:,GABLE:,<Compshg,<vinylsd...,>ViNYLSD,...Brkface;,<GD,Ta?, PCONC!, ex,ta...,av...,GLQ!,<Unf,Gasa;,<Ex ,.Y,	Sbrkr.,GD	,	TYP<,?attchd	,.FIN,	TA,?ta:,y ,>WD.,normal>
671,733,rl...,PAVE ,IR1,<Lvl,>ALLPUB,:inside<,Gtl.,COLLGCR ,norm:,:Norm>,...1fam.,2story;,<GABLE,:COMPSHG:,!VINYLSD,vinylsd?,BRKFACE,	GD,?TA?,pconc	,?GD,Ta>,Av,;ALQ:,unf ,Gasa,!Ex?, Y;,	Sbrkr,GD>,>TYP	,ATTCHD ,!Fin,.Ta,;Ta<,Y,>WD	,>normal
672,734,...rl ,...PAVE,	Reg,:Lvl,>allpub,CORNER?,!Gtl, SawYer...,feedr,NORM:,:1Fam,1story,hip	,compshg!,<Hdboard,...HDBOard:, none,.TA,!TA,Cblock ,ta!,	Ta,...NO,BLQ<,.unf, Gasa;,?ex, Y,SBrKr , TA?,	Typ,<Attchd, Rfn,>ta,Ta,?Y,wd,NORMAL
673,735,?rl,Pave:,IR1...,	Lvl!,!ALlPuB?,:CornEr?,GTL,>SAwYEr,:NORM,...Norm,1fam...,1story.,>GaBLe,;CompSHg.,	Plywood,>Plywood;,	none ,ta ,?TA?,	PCONC,ta, ta?,>NO, unf...,>UnF,?GASA, TA, Y,?SBRKR,:TA,.typ:,;ATTCHD:,;UNF;, TA,.ta,;Y,WD	,<family?
674,736,:rm,PAVE!,Reg , LVL.,:Allpub>,.INsIDe	,gtl.,!OLDTOWN:,Norm,!NorM:,:1FAM<,2.5UNF	,Gable...,compshg?,WD SdNG...,<wd sdng,NONE:,.Ta,.TA;, Brktil	,!Gd,:TA,:Mn,rec;,UNF>,...GasW.,.fa:, N.,!sbrkr,!Ta,...Typ,...detchd,Unf<,?TA...,TA!,!n,:WD?,Normal<
675,738,...Rl ,>Pave.,:Ir1<,...HLS.,;Allpub,?CULDSAc;,Gtl,GILbERt, NOrM!, Norm, 1FAm;,2story!,:GABLe,>Compshg,<vinylsd,!VInYlSd<,.NoNe...,<Gd,ta;,...Pconc ,>GD,ta...,	NO:,...unf,;UNF,GAsA!,	EX ,>y,?sbrkr...,Gd.,typ<,ATTCHD!,FiN;,!TA,	ta,Y,<wd,Normal.
676,740, RL,!PaVe,.IR1,<LVL<, allpub,.inside...,gtl:,!collgcr,.NORM,!norm,1fam , 2STORY,!GABLE,<CompShG,VinYLSd:,>Vinylsd;,<NONE ,...gd.,<ta<,;pconc,Gd>, ta!,>No>,UNf...,Unf,GASA>,;EX.,Y<,SBRKR<,GD ,TYP!, attchd,>RFN,?Ta:,Ta	,...Y,...WD,normal?
677,741,rm	,:pave,Reg ,LvL!,Allpub:,!inside,GTL	,<Oldtown	,	Norm,NORM...,.1fam	, 2StOrY?,gable;, COmpShg?,:Wd SDng,...WD SHNG,NonE<,...TA,gd,!BRKTIL ,<FA<,!Fa, NO,.unf,	UNF:,;Gasa,?Ex,Y,!SBRKr?,...ta,.Typ?,>Detchd!,.Unf,.TA,Gd...,Y,:Wd, Abnorml;
678,742,:Rl,...PAVE	,ir1>,lvl!,allpub...,;Inside, GTL,Sawyer,feedr	,Norm,...1FAM,1story;,<HIP,	Compshg ,Hdboard:,>HDBoARd,NONe<,:TA,Gd>,	cblock:,...ta,>TA	,Mn?,	glq>,<UnF,	gasa,Gd:,	Y!,sbrkr..., GD,Typ;,;DETCHD,UNF!,:ta:,...Ta	, Y,wd>,;NORMAL
679,743,:RL,!PAVE,reg	,;Lvl>,ALLPUB?,...inside,GTL,Sawyerw.,?NORM;,:norm,1fam.,1story<,;gable ,;Compshg:,vinylsd!,<vinylsd,Brkface!,TA	,!ta!,pconc , GD,>TA,NO<,>UNF,.Unf;,GASA...,Ex ,Y!,...sbrkr,TA, TYP>,Attchd:,:UNF...,Ta.,<Ta,Y	,WD:,Normal
680,744,	rl,pave,...Ir1>,<LVL,<allpub>,<Inside ,?GTL,SAWYER,!norm;,?NorM...,>1FAM!,!SLvl,gable!,COMPSHG,?Hdboard;,<HdBoard,.NoNe:,TA.,.TA:,	Cblock,!Gd,...ta;,.AV,alq;,>Unf,gasa:,?ex,Y,SBrKr	,:TA,!Min2,:ATTCHD.,.rfn,Ta>,...ta,Y..., WD ,<NoRMaL
681,745, rl	,!Pave;,IR1;,>HLS...,;Allpub...,;Inside	, gtl,StOnEBR...,.norm,norm;,!Twnhse,1story...,<GABLE,!COMPSHG,!HDBoaRD!,HDBoarD,NONe:,...Gd,TA,>pconc,Gd?,TA ,No:,:Glq ,.unf,;GaSA>,;GD	,Y...,SBrkR>, GD,;Typ,>ATTCHD,:Rfn...,?TA,...TA<,Y,wd<,normal:
682,746,rl;,:PAVE, IR1,:lvl?,!AllPub,	Inside,	GTL ,Nwames:,NORM	,norm;,.1fam,2story,<Hip,Compshg!,Vinylsd,Vinylsd<,>BrKFACE?,EX.,...Gd,Cblock!,	TA,GD>,;No?,GLQ	,!ALQ, GASA:,EX	,Y...,Sbrkr;,Gd!,?TYP?,:builtin.,Fin	,	TA<,!TA<,Y ,Wd...,.Normal
683,747,RL>,PAVE,?IR1,.Lvl,allpub;,?Inside,...GTL	,Gilbert!,	NORM:,.norm?,;1FAM,;2StoRy?, GABLE,compshg?,vinylsd.,ViNYLSD:,none,GD;,TA?,.pconc	,>Gd...,...Ta,no<,>Glq>,;UNF,<GASA,...EX	,?y,	sbrkr,Gd.,>typ...,BUILTIN,Fin;,.Ta...,;Ta, Y...,...Wd,;normal
684,748,RM?,Pave?,IR1<,!lvl,allpub,	Corner,.Gtl	,oldtown;,NOrm,?Norm,1FAM,;2story>,MANSARD	,Compshg;,<Stucco.,STUCCO?,:none,:Gd,TA,>STONE...,ta>,.Fa,NO!,Unf,	UNF,;gasw,	TA,<N,Sbrkr<,?Gd:,	Typ,DETChd?,>UNf,Ta...,.ta,N:,wd>,NorMal
685,749,rl;,Pave ,!IR1,>Lvl,>AllPUb ,INSIdE!,...Gtl:,NORIDGE<,NORM	,NoRM<,1FAM;,1STORY?,	HIP,?Compshg!,:Vinylsd<,.VinylSd>,brkface>,	gd,;Ta.,;PCONC>,Gd!,>Ta ,!NO,...glq>,<unf,GAsA	,	EX.,Y?,...SBRKR,<Gd:,TYP!,ATTCHD.,?fin<,>TA,ta,Y , wd,:NORMAL
686,752,	rl,Pave,;reg,	lvl	,;Allpub,	INSIDE,GTL	,Gilbert<,...rran...,Norm..., 1fam,.2story,Gable!,:COMPSHG,?vinylsd,>ViNyLSD,>None:,GD>,...Ta,?Pconc,Gd,...TA,?NO,...UNF	,...UNF,Gasa	,	ex,Y ,<SBrkR<,GD>,typ?,:ATTCHD	,;fin	,?TA,<Ta,Y.,:wd.,NORMAL	
687,753,.RL,>pave,<IR1,?lvl	,ALLPUB , INSIDE:,!Gtl:,?COLLGCR,>norm?,.NORM,1fam:,?1story,gable	,...CoMPShg	,;VINYLSD>,VINYLSD.,NonE;,ta,.Gd,Pconc ,<Gd,.TA	,Gd>,>Glq ,>UNF,GASA	,>EX,Y.,	sbrkr!,.Gd<,	typ.,!attchd , RFN,Ta>,TA<,...y<,WD>,?Normal
688,754,!RL:,PAVE	,REG,lvl<,;ALlPuB.,INSIDE.,GTL ,;Nridght;,	norm...,>NORM,1FAM?,2story ,>GABLE,COMPSHG>,...VInylSd	,Vinylsd>,brkface...,	gd?,;TA,<PCOnC,;Gd,...TA,mn	,unf.,?Unf?,...GAsA,GD,y...,	SBRKR;,ex:,>Typ,attchd.,Rfn?,ta:,>ta:, Y,;Wd:,>NOrmAL.
689,755,<RL...,:PAve ,ReG>,Lvl,AllPub...,Inside...,<Gtl?,NAMEs;,NORm!,:norm!,!1FAM,<1story,...gable?, COMPSHG,Plywood?,PlYWood.,?None?,ta,ta!,?cblock,ta>,;TA<,!No;,GLQ;,.LWQ?,GAsA<,?GD...,Y ,sbrkr>,Gd!,:Typ, DETCHD,.rfn>,TA.,TA:,!Y,WD?,NORMAL 
690,756,!fv,<PAVE<,<Reg,:lvl,:ALLPUB,INSide<,<GTL,SOMERST,?Norm,...NoRm,TwNHsE.,>2story,GABLE;,<CoMpSHG,<MetalSD;, metalsd,Brkface>, TA,...Ta;,<PCONC!,.Gd>,TA,No.,GLQ , unf,Gasa ,GD.,<Y,sbrkr?,	ta>,>typ,>DETCHD.,?UnF,<ta,?TA,>Y<,;WD, Normal
691,757,	RL,PavE<,;ir1!,LVL,ALLPuB...,InsIdE?,...GTL!, COLLGCR,<norm,;Norm<,	1FAM;,2STORY;,;Gable ,	Compshg?, vinylsd,!VINYLSD,<NoNE:,<GD,Ta!,:PCONC,GD,ta...,av,?Glq,unf<,?GASA,Ex...,y	,!SBRKr,GD;,Typ.,attchd<,:rfn,ta<,TA>,<Y.,wd;,NORMAL;
692,758,.rl;,?pave,IR1;,Lvl.,>allpub,...CulDSAC<,:gtl,SaWYeR	,...norm.,!Norm,;1fam,2story>,HIP,compshg ,HDBoARd?,HDBOARD>,>Brkcmn,:TA,TA:,cblock ,TA>,?TA,!Mn,.Rec,:unf,Gasa ,.Ta:,;Y>,>SBRkR!,;TA,!TYP;,.ATTCHD,Fin:,>Ta:,TA:,Y>,?wd!,!ABNORML	
693,759,Fv>,PAVE>,;ReG,LVL?,...ALLPUB,;Inside>,GTL.,<somerst;,...norm	,.NORM	,twnhs,;2StORy,<Gable>, COmPSHg,metalsd?,;Metalsd,brkface,?TA,;TA,PCONC,Gd...,...TA,NO!,ALQ,:unf,GaSA ,gd:,Y	,Sbrkr,Ta ,<TYP,DeTcHd>,;UnF,	TA<,ta?,>Y!,WD,?NORMAL
694,760,!Rl,PAVE?,?Ir1,LvL>,<ALlPub	,INSIDE,GTL?,!NORIdgE,?NoRM,.Norm, 1FAM,2STORY ,<GABLE,COMPSHG!,?Vinylsd...,vinylsd<,brkface>,>GD!,TA...,PCOnC<,GD ,TA?,Av<,	LWQ ,ALQ;,	Gasa!,EX ,Y ,Sbrkr ,.Gd:,TYP ,ATtChd,rfn.,<ta,<Ta;, Y!,?WD,:Normal...
695,761,rl,!Pave:,!Reg;,:LvL,ALLPUB;,	Inside>,GTL:, names,:Norm,NORM , 1fam,1STOry;,!Hip,;compshg,wd sdng,.WD SdnG<,:NoNE,?Ta, TA , Cblock,Ta.,<Ta;,;no,!REC<,	UnF...,	GASA ,Ex	,:Y,Sbrkr?,.TA,!Typ,?Detchd,?UnF...,ex>,	Ex:,;Y,:WD...,!Normal
696,762, RM,PaVe>,...reg,;LVL,Allpub...,>FR2,!GTL,BRKSIDE.,Feedr	,;NORM,1FAM;,	1STORY;,;GABLE?,<compshg:,Wd sdng<,Wd sdng:,NOnE,<ta,;TA,!PCoNC,TA;,TA,.Mn	,;lwq, UNF!,<GASA,TA:,y>,?SBrkR.,:fa,min1.,...DETCHD,...UNF,:Ta,TA	,	Y;,<WD ,NORMAL
697,763,FV?,...PAVe,reg,>Lvl ,...ALLPUB,Inside<,>GTL,SOMErst!,Norm.,Norm?,.1fam!,<2story>,;GaBLE;,...Compshg:,<VINyLSd>,Vinylsd,NoNe>,ta!,>TA,:Pconc?,GD ,ta.,Mn ,...Glq?,UNf ,?gasa?,.EX.,...Y>,SBRKR<,!Gd,typ;,.attchd	, unf>,>Ta ,ta<,y,...Con,normal>
698,764,:RL...,:Pave,;REG?,Lvl>,ALLPUB.,...inside,!Gtl,NORIDGE<,?NORM.,!norm,<1FAM,2story!,:gable ,COMPSHG ,.Vinylsd,;Vinylsd,?brkface,	GD;,TA!,pconc>,GD!,TA ,;Mn,GLQ<,	UnF...,	GASA,?Ex,y,SBRKR>,Gd	,TYP?,:attchd,Rfn.,Ta>,>Ta,	Y,;Wd?,?normal.
699,765,>RL,?Pave,!ir1,:LvL,	Allpub!,;CULDSAC,...Gtl ,:Veenker, NoRm,norm ,TWNHSE!,?1StORy ,?HiP,.compshg!,BRKFACe>,BRKFACE;,;None,<gd,GD...,<Pconc,.GD<,<GD,AV...,!lwq	,glq?,:Gasa...,>ex.,...Y,?sbrkr,.EX ,typ?,attchd;,.FiN, Ta,...Ta ,:y...,...WD.,?normal>
700,766,RL ,PAve!,IR1;,Lvl:, allpub ,INSIDE,...GtL...,!SOMERST,>NORM...,NoRM;,...1fam,1story!,<gable>,<compshg,!VINYLSD<,!vinylsd,...stone,Gd,!ta:, PCONC;,Gd<,ta...,NO,<UNF...,	Unf,Gasa:,	EX...,?Y,?SBRKR:,!ex.,TYP...,:attchd,;FiN, TA ,Ta,Y, New<,Partial!
701,767,Rl!,PAVE:,>Reg?,Lvl:,Allpub:,INSIDE>,	Gtl ,NWAMES,<norm,<Norm,>1FAm,2STOrY...,!GABLE,Compshg>,.HDBOARD>,<HDBoard,<Brkface,TA?,ta!,Cblock,>Gd,>TA!,NO;,Glq>,:UNF?,Gasa?,:TA,Y?,!SBRKr,...Ta!,:TYp,.ATTcHD,unf;,TA,>Ta,.Y,>wd,...normal
702,768,...Rl,	PAVE, IR1,!LVL,allpub	, InSIDE>,gtl,;Mitchel,>Norm ,NORM<,;1FAM,:1.5FiN...,<Gable;,	COmpSHG,Vinylsd;,!Vinylsd,	None,!ta,TA:,.Cblock	,GD	,Ta,MN;,ALQ ,unf	,:gasa?, Ex;,Y	,:SBRkr,	ta<,:Mod,Attchd	,!Unf!,...TA, TA?,Y>,wd	,NoRMAl
703,769,:RL,<Pave,...REG,LVl,ALlPUb!,Inside!,;GtL,COLLGCR!,Norm<,<Norm	,.1FAM...,.1story>,HiP?,Compshg ,	Vinylsd,?vinylsd,None;,:Gd ,;ta,:PCoNC,<Gd,TA<,NO,	GLQ,:UNF,>gasa!,	ex...,y	,...SBRKR,?gd?,	typ:,Attchd, fin,<Ta,ta!,.Y,wd.,>NORMAL
704,770,	RL>,pave...,?IR2,>Hls:,ALLPUB...,>culdsac,	MOD<,stonebr ,...norm, NORM, 1Fam,2story:,Hip...,:Compshg?,CEMNTBD	,WD SHNG<,brkface<,ex>,TA!,pconc;,:gd<,>Ta,gd<,.ALQ>,>UNF?,GAsA?,>ex,Y.,>sbrkr,	Ex<,mod , builtin,...Fin,Ta;,<TA,!Y ,Wd;,?normal
705,771,rl,:PAVe	, IR1,<LVL<,:allpub:,<culdsac:,gtl	,SAwYEr,...NORM,<norm,!1Fam<,>Sfoyer,>Hip ,?COMPSHG!,;Wd sdng>,:Wd sdng<,none...,>TA	,.ta,?cblock,Gd?,TA!,AV.,...glq,<UNF.,GasA,...TA,Y	,...Sbrkr,<TA,Typ!,...Detchd,?UNF?,.ta ,ta!, Y,wd;,normal
706,772, Rl,>Pave,REG	,;lvl.,>Allpub,inside!,...GTL,...edwards,!NORM...,NOrM;, 1fam,1story!,<Gable;,?COmPShG,Wd sdng	,;WD SdNg<,NONE,Ta	,;TA,	CBlocK,?Fa ,.fa,No;,LWQ<,...UNF!,;GaSA,Ta<,	y...,FUSEF:,Ta ,TyP:,.DETCHD,Unf,.Ta<,Ta<,Y!,:COD, NormAl!
707,773,RL	,PAVE;,Reg>,LVL?,ALLPuB>,INside!, GtL>,;EDWARDS	,Norm?,NoRM	,1FaM:,.SLVL, GABLE	, COmpSHG,.plywood,.Plywood,	None;,ta,?Ta,Cblock<,TA ,	ta?, Av?,ALQ;,blq?,	Gasa	, TA,Y ,;sbrkr,Ta...,;Typ<,?DETCHD,UnF ,<Ta ,TA;,>Y.,>WD,<abnorml;
708,774,>RL...,Pave...,<Reg!,<LVL,?AlLPub,InSIdE.,;Gtl,?NAMes,;FEEdr,NORM,<1fam;,1StORY;,>GAble,?COMPShg, Wd SdNG ,.WD SDNG,NONE<,Ta!,Ta<, CBLOCK,TA,TA!,...No,REC,unf?,GASA...,EX	,y>,<FusEA	,...TA,:TyP,Attchd.,;RFN ,ta<,TA...,	Y...,COD...,	normal>
709,775,>RL,?PAVE,ReG ,;LVL ,AllPUb;,?corner, gtl>,>NRIDGHT,>norm.,.Norm,1fam;,?1STORY>,Hip,COMPSHG>,:VINYLSD.,	vinylsd!,brkface...,GD<,:ta,?Pconc,Gd...,ta>,!AV,unf>,Unf,<GaSA,Gd!, Y,sbrkr.,GD>,TYp:, ATTCHD,FIN>,.Ta;,<TA,:Y	,...NEW;,:partial
710,776,Rm,:PaVe,reg?,	Lvl,>ALLPUB,!fr2,gtl,Mitchel,Norm...,:NOrm?,.TwnHSE,?1story,Hip>,>compshg;,VINYlSD,.vinylsd>,BRKFACE, Ta	,<Ta,!pconc;,;EX;,	TA<,!NO ,>Glq,unf,	GasA,	Ex,	Y,?sbrkr,	TA,...typ>,ATtCHD?,...FIN.,<Ta, TA,>Y?,>Wd,normal?
711,777,>RL:,Pave ,IR1>,;lvl<,Allpub:,;inside?,<gtl,:COLLGCR., Norm>,NORM>,1Fam...,...1story,GABLE,.COMPSHG,vinylsd!,VINYLSD?,Brkface...,GD<,ta.,PCONC!,;GD:,ta,av,.Glq,	Unf,Gasa!,:Ex:,y;,;SBRkR;,;GD	,!Typ?,attchd,rfn.,.TA,<TA,Y<,NEW!,:Partial>
712,778,	RL>,pave<,ir1,lvl!,ALlPUb,<inside,...GTL!,.Sawyer,:norm...,NORM:,>1fam,;1story.,?Hip!,.compshg,.HDBOARD,Plywood?,none;,>Ta ,TA>,CBLOCK,...TA, ta,No<,!alq;,.UNF ,...GASA,	TA,y	,SBRKR	,;TA:,typ ,?ATTCHD?,>unf,.TA...,TA?,;Y;,wd.,	Normal>
713,780,RL<,<PAVE,:REG,LvL<,	ALLPUB	,.Inside,gtl>,MITCHEL...,?NORM;, NORM,:DupLEx>,!Sfoyer!,:Gable, Compshg,!plywood<,...Imstucc;,<Brkface.,Ta ,...TA,CBLOCK,Gd<,ta>,...gd,Glq.,.Unf<,<Gasa	,...TA<,y!,	SBRKR.,Ta?,typ;,Attchd,UNF;,Ta	,TA...,.Y,.WD>,NoRMal<
714,781,<Rl,	Pave;,reg<,Lvl	,Allpub,!inside,GTL ,GILBERT?,<NoRM,NorM?,1fam	,>1story,!GAble,?compshg<,;HDBOARD,HDBOaRD , BrkFAce,ta;,TA!,PCONC ,...GD,.GD,no?,UnF;, UNF	,<gasa:,GD:, Y,	sbrkr,<TA,;Typ,?ATTCHD!,	FIN>,TA,;TA>,Y...,!WD,Normal...
715,782,;RL,	Pave,!Reg,...LVL,:allpub<,.inside!,GTL ,	sawyerw;,.Norm...,NORM<,:1fam, 2STORY., gable.,	compshg, VINYLSD;,Vinylsd	, NOne?,GD?,;Gd,;PCoNc,Gd,ta ,:No.,.ALQ,unf>,:GASA ,.Ex?,:Y<,>SBrkR,GD.,...Typ	,;Attchd>,.RFN	,TA<,:TA,.Y,WD?,<normal	
716,783,.Rl;,pave ,!IR2,lvl,ALLPUB>,Inside;,;GTl<, COllGCR?,NoRM;,!NORM, 1fam, 1STORY,<Gable,COMPSHG ,	VInYlSd,vinylsd.,:NoNe,Gd:,TA,.Pconc., Gd	,	TA	, no,:unf,<UNF<,...gasa?,.Ex,>Y...,!Sbrkr,gd.,.Typ!,attchd?,Rfn,	ta?,Ta:,!Y,WD;,...NORMAL:
717,784,;Rl,>PAVE,<Ir1,?lvl:,ALLPub.,;CorNeR,:gtl...,MITCHEL ,norm...,:Norm,	1fam,>SFOYER,:GABLE ,!COmPShG,?PLYwOoD,?PLYWOOD.,?brkface,>Ta?,!GD<,;pconc, Gd,Ta:,!Av,...GLQ,.UNF,.gasa?, Ex,y	,	Sbrkr,GD,:Typ.,ATTCHD?,<FIN,TA...,.Ta!,Y<,	wd,!Normal	
718,786,rl;,PAVE,?Reg>,LVL,?allpub;, inside,GTL...,	NWAMeS,>FEEDR.,Norm,:1fam,:1StorY,Gable?,;COMPSHg>,.BRKFACE;,?WD SDNG,none ,Ta>,:ta,CBLOCK<,<TA,TA<,no!,?rec,	lwq?,gasa,:TA,.y ,.SBRkr<,Ta>,typ.,ATTcHD,...UNF ,Ta<,TA>,Y<,.wd!,normal...
719,787,?RM.,...PAVE!,;REG,Lvl!,...ALLPub	,	inside<,Gtl...,.Oldtown,ARTERY?,NORM,:1FAM,;1.5fin,:GABLE,compshg!,;metalsd.,;MetAlSD,:None,?TA,Gd>,>Pconc:,FA?,Ta, no,<lwq<,!Unf...,>gasa.,Ta:,...y,Sbrkr?,...Ta ,?TYP!,?detchd.,>unf,...TA<,...TA;,>Y;,...WD?,NORMAL 
720,788,>RL,pave,	IR1,?lvl,...allpub,>Inside,gtl	,?sawyerw.,	Norm.,;NORM>,!1Fam<,<2story,:Gable	,Compshg!,VInYlSD?,VInyLSD	,	NONE,;Gd,Ta?, pconc.,gd>, TA,;NO,glq>,	Unf,...gasa;,?EX ,Y,<SBRKr,<gd:,.Typ	,	Builtin,:RFN,.TA,!Ta:,Y;,;WD>,Normal?
721,789,:RM,<Pave,:REG,lvl!,AllPuB ,;corner ,:Gtl:, OLDTOWN?,...Norm;,NoRM<,<1FAM ,;1story...,gable>,compshg	,METALSD?,?metalsd,NONE.,.TA>,;TA?,CBLocK,...ta ,ta,:no,Unf!,;UnF:,<GASA, ex,...Y,:SBRKr...,<ta ,TYP...,?DetcHd;,!unf ,!FA,<TA!,;Y,WD ,:Normal
722,790,?Rl:,PAVE, IR1,>low,allpub,?INSIDE,:gtl,clearcr;,.norm,Norm<,<1FAM,<2STorY,;GABle,.COMPSHG,...hdboard.,hdboard>,?BrKFaCe!,TA.,!Ta,cblock,	Ta:,?fa	,Gd,LWQ!,Unf ,<Gasa<,.GD,<Y,?sbrkr,.GD ,TYP.,	ATTCHD.,<fin!,Ta...,Ta?,>Y,?WD ,NORmaL
723,791,RL ,PAVE;,;REG,LvL:,;allpub,INSIDE:,gtl;,...BlmNGtN,Norm!,!NORM,	TWnHsE...,.1STORY,Gable>,	Compshg,<Vinylsd,VInyLSd.,Brkface,Gd...,TA?,:PCONC;,gd, Ta,<No:,<Glq, UNF	,GaSA>,.Ex?, Y.,SBrkR,;GD.,...TYP!,:AttcHD!, FIN,ta	, TA,.Y:,<WD,>NORMAL>
724,792,RL	,	pave!,Ir1?,<LVL,<Allpub<,corner!,Gtl ,	mitchel,NOrM?,:Norm , 1fam,!SLVL<,>gable<,compshg:,Hdboard;,HDBOARD	,:none,>TA,:TA	,!pconc.,<Gd	,!Ta,AV,ALQ,unf?,...GASA,>TA,:y!,?sbrkr,ta ,TYP,>attchd:,	Rfn,	Ta...,Ta ,Y:,;Wd., Normal
725,793,>Rl,>Pave.,.IR1...,...LVL	,...allpub,?Culdsac,;GTl:,;NoRidGE., norm?,>norm,>1fam,2story ,GABLE	,?compshg,MeTaLSD>,<metalsd?,<None,Gd>,!TA<,PCONC	,;Gd:,!Ta,:av, Glq?,Unf,	GASA,;ex...,y!,sbrkr ,Ta<,TYP!,:AttcHd, unf,>Ta,	Ta,>Y,:WD,NORMAL	
